step, pre_in1, pre_in2, post_in, pre1_spike, pre2_spike, post_spike, w1, w2, c1, c2
1281, 85173, 33042, 55077, 0, 0, 0, 52723, 37396, 61803, 26182
1282, 83717, 33566, 53307, 0, 0, 0, 52723, 37396, 59379, 25155
1283, 85427, 32110, 52357, 0, 0, 0, 52723, 37396, 57050, 24168
1284, 85593, 32627, 52370, 0, 0, 0, 52723, 37396, 54812, 23220
1285, 84498, 32272, 54061, 1, 0, 1, 52723, 37396, 52662, 22309
1286, 87434, 32216, 55844, 0, 0, 0, 54015, 37396, 83363, 27987
1287, 83661, 33783, 54799, 0, 0, 0, 54015, 37396, 80093, 26889
1288, 83892, 33340, 54737, 0, 0, 0, 54015, 37396, 76952, 25834
1289, 85701, 33355, 55498, 0, 0, 0, 54015, 37396, 73934, 24820
1290, 86906, 33709, 54172, 0, 0, 0, 54015, 37396, 71034, 23846
1291, 86957, 32371, 53307, 0, 0, 0, 54015, 37396, 68248, 22910
1292, 85569, 32729, 53141, 0, 0, 0, 54015, 37396, 65571, 22011
1293, 83815, 32326, 54606, 0, 0, 0, 54015, 37396, 62999, 21147
1294, 85789, 33175, 52499, 0, 0, 0, 54015, 37396, 60528, 20317
1295, 84022, 33729, 55737, 0, 0, 0, 54015, 37396, 58154, 19520
1296, 87040, 32226, 53991, 1, 0, 0, 54015, 37396, 55873, 18754
1297, 83814, 33934, 53436, 0, 1, 0, 55286, 37396, 79895, 18018
1298, 85592, 33008, 54645, 0, 0, 0, 55286, 36163, 76761, 43525
1299, 86584, 32178, 54025, 0, 0, 0, 55286, 36163, 73750, 41818
1300, 86853, 32655, 54915, 0, 0, 0, 55286, 36163, 70857, 40178
1301, 83655, 33844, 53436, 0, 0, 0, 55286, 36163, 68078, 38602
1302, 86334, 33029, 53325, 0, 0, 0, 55286, 36163, 65408, 37088
1303, 85463, 33322, 52571, 0, 0, 1, 55286, 36163, 62843, 35633
1304, 86431, 32656, 55879, 0, 0, 0, 55286, 36163, 66931, 40788
1305, 84720, 33383, 52068, 0, 0, 0, 55286, 36163, 64306, 39188
1306, 85987, 33009, 55166, 0, 0, 0, 55286, 36163, 61784, 37651
1307, 87086, 32861, 54263, 1, 0, 0, 55286, 36163, 59361, 36174
1308, 86669, 33898, 52617, 0, 0, 0, 56536, 36163, 83247, 34755
1309, 85037, 32474, 54088, 0, 0, 0, 56536, 36163, 79982, 33392
1310, 86509, 32141, 53801, 0, 0, 0, 56536, 36163, 76845, 32082
1311, 85015, 33113, 54168, 0, 0, 0, 56536, 36163, 73831, 30823
1312, 84241, 33214, 55257, 0, 0, 0, 56536, 36163, 70935, 29614
1313, 86531, 33683, 53323, 0, 0, 0, 56536, 36163, 68153, 28452
1314, 83862, 33379, 55717, 0, 0, 0, 56536, 36163, 65480, 27336
1315, 85727, 33759, 53233, 0, 0, 0, 56536, 36163, 62912, 26264
1316, 86945, 32408, 54872, 0, 0, 0, 56536, 36163, 60444, 25234
1317, 85490, 33028, 55876, 0, 0, 0, 56536, 36163, 58073, 24244
1318, 86594, 33845, 55146, 1, 0, 0, 56536, 36163, 55795, 23293
1319, 86996, 33187, 53384, 0, 0, 0, 57765, 36163, 79820, 22379
1320, 87085, 33179, 53000, 0, 0, 0, 57765, 36163, 76689, 21501
1321, 85830, 32986, 55890, 0, 0, 1, 57765, 36163, 73681, 20657
1322, 85424, 32366, 54196, 0, 0, 0, 57765, 36163, 77344, 26399
1323, 85311, 32842, 55146, 0, 0, 0, 57765, 36163, 74310, 25363
1324, 84837, 33000, 53525, 0, 0, 0, 57765, 36163, 71395, 24368
1325, 86955, 32240, 55747, 0, 0, 0, 57765, 36163, 68595, 23412
1326, 87192, 33750, 55193, 0, 0, 0, 57765, 36163, 65905, 22493
1327, 85350, 33822, 53953, 0, 1, 0, 57765, 36163, 63320, 21610
1328, 84757, 32556, 53360, 0, 0, 0, 57765, 34971, 60836, 46976
1329, 87411, 33876, 55612, 1, 0, 0, 57765, 34971, 58450, 45133
1330, 86014, 32851, 55118, 0, 0, 0, 58974, 34971, 82371, 43363
1331, 84368, 32925, 52315, 0, 0, 0, 58974, 34971, 79140, 41662
1332, 85786, 33009, 52039, 0, 0, 0, 58974, 34971, 76036, 40028
1333, 84851, 32852, 54571, 0, 0, 0, 58974, 34971, 73054, 38458
1334, 85878, 33178, 52039, 0, 0, 0, 58974, 34971, 70189, 36949
1335, 87481, 32311, 54894, 0, 0, 0, 58974, 34971, 67436, 35500
1336, 85712, 32358, 54012, 0, 0, 0, 58974, 34971, 64791, 34107
1337, 85658, 33282, 53600, 0, 0, 0, 58974, 34971, 62250, 32769
1338, 86795, 33337, 55795, 0, 0, 0, 58974, 34971, 59808, 31483
1339, 84799, 32644, 52634, 0, 0, 1, 58974, 34971, 57462, 30248
1340, 84954, 33172, 53957, 1, 0, 0, 58974, 34971, 61761, 35614
1341, 86887, 32983, 55802, 0, 0, 0, 60163, 34971, 85553, 34217
1342, 85579, 33059, 54883, 0, 0, 0, 60163, 34971, 82198, 32875
1343, 86848, 32431, 53569, 0, 0, 0, 60163, 34971, 78974, 31585
1344, 86461, 33266, 54549, 0, 0, 0, 60163, 34971, 75877, 30346
1345, 84962, 32013, 54704, 0, 0, 0, 60163, 34971, 72901, 29155
1346, 84864, 32663, 55403, 0, 0, 0, 60163, 34971, 70042, 28011
1347, 86230, 33714, 53134, 0, 0, 0, 60163, 34971, 67295, 26912
1348, 87196, 33705, 53523, 0, 0, 0, 60163, 34971, 64656, 25856
1349, 84590, 33040, 54718, 0, 0, 0, 60163, 34971, 62120, 24842
1350, 86834, 33034, 53199, 0, 0, 0, 60163, 34971, 59683, 23867
1351, 85063, 32954, 52958, 1, 0, 0, 60163, 34971, 57342, 22931
1352, 87280, 33484, 54521, 0, 0, 0, 61332, 34971, 81307, 22031
1353, 86989, 33286, 52556, 0, 0, 0, 61332, 34971, 78118, 21167
1354, 86886, 32074, 53287, 0, 0, 0, 61332, 34971, 75054, 20336
1355, 85308, 32668, 53503, 0, 0, 0, 61332, 34971, 72110, 19538
1356, 87278, 33221, 53743, 0, 0, 0, 61332, 34971, 69282, 18771
1357, 86803, 32767, 55563, 0, 1, 1, 61332, 34971, 66565, 18034
1358, 84271, 32931, 55184, 0, 0, 0, 61332, 33818, 70507, 50093
1359, 87177, 32310, 54040, 0, 0, 0, 61332, 33818, 67742, 48128
1360, 86042, 33750, 53042, 0, 0, 0, 61332, 33818, 65085, 46240
1361, 84109, 32436, 53478, 0, 0, 0, 61332, 33818, 62532, 44426
1362, 84511, 33268, 52115, 1, 0, 0, 61332, 33818, 60079, 42683
1363, 85557, 33236, 52520, 0, 0, 0, 62482, 33818, 83936, 41009
1364, 86767, 32008, 52432, 0, 0, 0, 62482, 33818, 80644, 39400
1365, 86161, 33402, 55390, 0, 0, 0, 62482, 33818, 77481, 37854
1366, 86023, 32396, 55434, 0, 0, 0, 62482, 33818, 74442, 36369
1367, 84894, 32300, 52871, 0, 0, 0, 62482, 33818, 71522, 34942
1368, 85957, 32662, 53914, 0, 0, 0, 62482, 33818, 68717, 33571
1369, 84755, 32308, 52121, 0, 0, 0, 62482, 33818, 66022, 32254
1370, 87277, 32030, 54925, 0, 0, 0, 62482, 33818, 63432, 30989
1371, 85073, 32952, 52577, 0, 0, 0, 62482, 33818, 60944, 29773
1372, 87129, 33589, 55002, 0, 0, 0, 62482, 33818, 58554, 28605
1373, 84250, 33222, 54720, 1, 0, 0, 62482, 33818, 56257, 27483
1374, 85512, 33939, 53336, 0, 0, 0, 63613, 33818, 80264, 26405
1375, 84155, 33515, 54942, 0, 0, 1, 63613, 33818, 77116, 25369
1376, 84115, 32258, 52014, 0, 0, 0, 63613, 33818, 80644, 30927
1377, 83702, 32871, 54388, 0, 0, 0, 63613, 33818, 77481, 29714
1378, 84562, 33862, 54641, 0, 0, 0, 63613, 33818, 74442, 28548
1379, 83716, 32375, 55039, 0, 0, 0, 63613, 33818, 71522, 27428
1380, 84379, 33635, 52480, 0, 0, 0, 63613, 33818, 68717, 26352
1381, 85811, 32248, 55945, 0, 0, 0, 63613, 33818, 66022, 25318
1382, 84666, 32847, 53818, 0, 0, 0, 63613, 33818, 63432, 24325
1383, 86741, 33689, 52292, 0, 0, 0, 63613, 33818, 60944, 23371
1384, 86879, 32316, 54843, 1, 0, 0, 63613, 33818, 58554, 22454
1385, 86106, 33476, 52111, 0, 0, 0, 64725, 33818, 82471, 21573
1386, 87105, 33330, 52579, 0, 0, 0, 64725, 33818, 79236, 20727
1387, 86754, 33956, 55283, 0, 1, 0, 64725, 33818, 76128, 19914
1388, 85970, 33829, 52877, 0, 0, 0, 64725, 32703, 73142, 45347
1389, 84527, 33798, 53736, 0, 0, 0, 64725, 32703, 70273, 43568
1390, 86881, 33108, 54861, 0, 0, 0, 64725, 32703, 67517, 41859
1391, 87303, 33190, 52918, 0, 0, 0, 64725, 32703, 64869, 40217
1392, 85756, 33520, 55284, 0, 0, 0, 64725, 32703, 62325, 38639
1393, 84453, 32097, 55627, 0, 0, 1, 64725, 32703, 59880, 37123
1394, 86612, 32880, 52139, 0, 0, 0, 64725, 32703, 64084, 42220
1395, 85594, 32366, 53699, 1, 0, 0, 64725, 32703, 61570, 40564
1396, 84892, 33469, 55486, 0, 0, 0, 65536, 32703, 85369, 38973
1397, 85244, 32180, 55271, 0, 0, 0, 65536, 32703, 82021, 37444
1398, 85203, 33479, 54327, 0, 0, 0, 65536, 32703, 78804, 35975
1399, 86989, 33996, 54850, 0, 0, 0, 65536, 32703, 75713, 34564
1400, 84948, 33830, 55731, 0, 0, 0, 65536, 32703, 72743, 33208
1401, 87371, 32532, 52753, 0, 0, 0, 65536, 32703, 69890, 31905
1402, 87137, 32468, 53062, 0, 0, 0, 65536, 32703, 67149, 30653
1403, 85603, 33106, 54319, 0, 0, 0, 65536, 32703, 64515, 29450
1404, 85729, 33299, 53617, 0, 0, 0, 65536, 32703, 61985, 28295
1405, 86574, 33638, 55461, 0, 0, 0, 65536, 32703, 59554, 27185
1406, 86269, 33677, 55055, 1, 0, 0, 65536, 32703, 57218, 26118
1407, 83727, 32802, 52129, 0, 0, 0, 65536, 32703, 81188, 25093
1408, 85284, 33989, 53259, 0, 0, 0, 65536, 32703, 78004, 24108
1409, 86720, 32818, 54040, 0, 0, 0, 65536, 32703, 74945, 23162
1410, 83744, 32397, 55700, 0, 0, 0, 65536, 32703, 72006, 22253
1411, 86050, 32695, 52945, 0, 0, 1, 65536, 32703, 69182, 21380
1412, 83854, 32021, 52147, 0, 0, 0, 65536, 32703, 73022, 27094
1413, 87498, 33381, 53450, 0, 0, 0, 65536, 32703, 70158, 26031
1414, 85599, 33363, 55515, 0, 0, 0, 65536, 32703, 67406, 25010
1415, 86265, 33512, 54156, 0, 0, 0, 65536, 32703, 64762, 24029
1416, 86215, 33761, 55036, 0, 0, 0, 65536, 32703, 62222, 23086
1417, 86908, 32506, 53853, 1, 1, 0, 65536, 32703, 59781, 22180
1418, 86785, 33115, 54464, 0, 0, 0, 65536, 31625, 83650, 47524
1419, 84917, 33608, 54104, 0, 0, 0, 65536, 31625, 80369, 45660
1420, 86515, 32922, 52400, 0, 0, 0, 65536, 31625, 77217, 43869
1421, 87179, 33093, 53956, 0, 0, 0, 65536, 31625, 74188, 42148
1422, 84421, 32746, 52927, 0, 0, 0, 65536, 31625, 71278, 40495
1423, 84781, 33198, 55615, 0, 0, 0, 65536, 31625, 68482, 38906
1424, 83698, 32725, 52961, 0, 0, 0, 65536, 31625, 65796, 37380
1425, 85782, 32229, 52519, 0, 0, 0, 65536, 31625, 63215, 35914
1426, 85841, 32646, 55660, 0, 0, 0, 65536, 31625, 60736, 34505
1427, 85604, 33568, 55870, 0, 0, 0, 65536, 31625, 58354, 33151
1428, 86001, 33203, 53284, 1, 0, 0, 65536, 31625, 56065, 31850
1429, 86667, 33412, 55008, 0, 0, 1, 65536, 31625, 80080, 30600
1430, 86132, 33834, 54476, 0, 0, 0, 65536, 31625, 83492, 35953
1431, 87061, 32751, 55184, 0, 0, 0, 65536, 31625, 80217, 34543
1432, 86592, 32179, 52561, 0, 0, 0, 65536, 31625, 77071, 33188
1433, 86815, 33208, 53534, 0, 0, 0, 65536, 31625, 74048, 31886
1434, 87301, 32518, 53238, 0, 0, 0, 65536, 31625, 71144, 30635
1435, 83940, 32428, 53690, 0, 0, 0, 65536, 31625, 68354, 29433
1436, 83724, 33463, 52431, 0, 0, 0, 65536, 31625, 65673, 28278
1437, 86641, 33226, 53759, 0, 0, 0, 65536, 31625, 63097, 27169
1438, 85893, 33813, 55035, 0, 0, 0, 65536, 31625, 60622, 26103
1439, 85680, 33402, 53908, 1, 0, 0, 65536, 31625, 58244, 25079
1440, 86674, 32759, 54447, 0, 0, 0, 65536, 31625, 82173, 24095
1441, 87425, 33073, 55355, 0, 0, 0, 65536, 31625, 78950, 23150
1442, 86981, 33888, 52855, 0, 0, 0, 65536, 31625, 75853, 22242
1443, 86672, 33992, 53202, 0, 0, 0, 65536, 31625, 72878, 21369
1444, 85854, 32398, 53419, 0, 0, 0, 65536, 31625, 70020, 20531
1445, 84171, 32477, 55097, 0, 0, 0, 65536, 31625, 67274, 19725
1446, 83767, 33188, 52854, 0, 0, 0, 65536, 31625, 64635, 18951
1447, 86424, 32845, 55693, 0, 1, 1, 65536, 31625, 62100, 18207
1448, 85708, 32522, 52411, 0, 0, 0, 65536, 30582, 66217, 50260
1449, 86208, 32335, 54043, 0, 0, 0, 65536, 30582, 63620, 48289
1450, 85953, 32275, 0, 1, 0, 0, 65536, 30582, 61125, 46395
1451, 85077, 33446, 0, 0, 0, 0, 65536, 30582, 84941, 44575
1452, 87021, 33678, 0, 0, 0, 0, 65536, 30582, 81610, 42826
1453, 86372, 33998, 0, 0, 0, 0, 65536, 30582, 78409, 41146
1454, 87029, 32495, 0, 0, 0, 0, 65536, 30582, 75334, 39532
1455, 85017, 33367, 0, 0, 0, 0, 65536, 30582, 72379, 37981
1456, 85380, 32152, 0, 0, 0, 0, 65536, 30582, 69540, 36491
1457, 85879, 33913, 0, 0, 0, 0, 65536, 30582, 66812, 35060
1458, 85552, 33921, 0, 0, 0, 0, 65536, 30582, 64191, 33685
1459, 85422, 32607, 0, 0, 0, 0, 65536, 30582, 61673, 32364
1460, 83749, 32871, 0, 0, 0, 0, 65536, 30582, 59254, 31094
1461, 86162, 32064, 0, 1, 0, 0, 65536, 30582, 56930, 29874
1462, 87410, 33355, 0, 0, 0, 0, 65536, 30582, 80911, 28702
1463, 86912, 33536, 0, 0, 0, 0, 65536, 30582, 77738, 27576
1464, 84240, 32747, 0, 0, 0, 0, 65536, 30582, 74689, 26494
1465, 87031, 32130, 0, 0, 0, 0, 65536, 30582, 71760, 25455
1466, 84871, 33828, 0, 0, 0, 0, 65536, 30582, 68945, 24456
1467, 85631, 33441, 0, 0, 0, 0, 65536, 30582, 66241, 23496
1468, 84622, 33495, 0, 0, 0, 0, 65536, 30582, 63643, 22574
1469, 84832, 33790, 0, 0, 0, 0, 65536, 30582, 61147, 21688
1470, 84211, 33023, 0, 0, 0, 0, 65536, 30582, 58749, 20837
1471, 85175, 32568, 0, 0, 0, 0, 65536, 30582, 56445, 20019
1472, 87197, 33702, 0, 1, 0, 0, 65536, 30582, 54231, 19233
1473, 85006, 33184, 0, 0, 0, 0, 65536, 30582, 78318, 18478
1474, 84542, 33374, 0, 0, 0, 0, 65536, 30582, 75246, 17753
1475, 84312, 33471, 0, 0, 0, 0, 65536, 30582, 72295, 17056
1476, 85510, 32781, 0, 0, 0, 0, 65536, 30582, 69459, 16387
1477, 85860, 32914, 0, 0, 1, 0, 65536, 30582, 66735, 15744
1478, 84821, 33078, 0, 0, 0, 0, 65536, 29574, 64117, 41340
1479, 87113, 33902, 0, 0, 0, 0, 65536, 29574, 61602, 39718
1480, 84812, 33711, 0, 0, 0, 0, 65536, 29574, 59186, 38160
1481, 85705, 32685, 0, 0, 0, 0, 65536, 29574, 56865, 36663
1482, 87218, 32986, 0, 0, 0, 0, 65536, 29574, 54635, 35225
1483, 86536, 33761, 0, 1, 0, 0, 65536, 29574, 52492, 33843
1484, 86006, 32745, 0, 0, 0, 0, 65536, 29574, 76647, 32515
1485, 85735, 33713, 0, 0, 0, 0, 65536, 29574, 73641, 31239
1486, 84023, 33934, 0, 0, 0, 0, 65536, 29574, 70753, 30013
1487, 86825, 33770, 0, 0, 0, 0, 65536, 29574, 67978, 28836
1488, 87333, 33705, 0, 0, 0, 0, 65536, 29574, 65312, 27705
1489, 86074, 32195, 0, 0, 0, 0, 65536, 29574, 62750, 26618
1490, 83794, 33184, 0, 0, 0, 0, 65536, 29574, 60289, 25574
1491, 84207, 33431, 0, 0, 0, 0, 65536, 29574, 57924, 24571
1492, 85673, 32561, 0, 0, 0, 0, 65536, 29574, 55652, 23607
1493, 86556, 32755, 0, 0, 0, 0, 65536, 29574, 53469, 22681
1494, 87253, 32704, 0, 1, 0, 0, 65536, 29574, 51372, 21791
1495, 84667, 33976, 0, 0, 0, 0, 65536, 29574, 75571, 20936
1496, 83866, 33597, 0, 0, 0, 0, 65536, 29574, 72607, 20114
1497, 85215, 32795, 0, 0, 0, 0, 65536, 29574, 69759, 19325
1498, 84807, 32701, 0, 0, 0, 0, 65536, 29574, 67023, 18567
1499, 85617, 32237, 0, 0, 0, 0, 65536, 29574, 64394, 17838
1500, 83926, 33287, 0, 0, 0, 0, 65536, 29574, 61868, 17138
1501, 83864, 33713, 0, 0, 0, 0, 65536, 29574, 59441, 16465
1502, 84786, 33146, 0, 0, 0, 0, 65536, 29574, 57110, 15819
1503, 85337, 32514, 0, 0, 0, 0, 65536, 29574, 54870, 15198
1504, 86885, 32324, 0, 0, 0, 0, 65536, 29574, 52718, 14602
1505, 86625, 33765, 0, 1, 0, 0, 65536, 29574, 50650, 14029
1506, 86612, 33519, 0, 0, 0, 0, 65536, 29574, 74877, 13478
1507, 86954, 32132, 0, 0, 1, 0, 65536, 29574, 71940, 12949
1508, 83985, 33177, 0, 0, 0, 0, 65536, 28599, 69118, 38655
1509, 85381, 33100, 0, 0, 0, 0, 65536, 28599, 66407, 37139
1510, 85755, 33289, 0, 0, 0, 0, 65536, 28599, 63802, 35682
1511, 86915, 32767, 0, 0, 0, 0, 65536, 28599, 61299, 34282
1512, 86128, 32242, 0, 0, 0, 0, 65536, 28599, 58895, 32937
1513, 87016, 32947, 0, 0, 0, 0, 65536, 28599, 56585, 31645
1514, 87452, 32212, 0, 0, 0, 0, 65536, 28599, 54366, 30404
1515, 84445, 33783, 0, 0, 0, 0, 65536, 28599, 52234, 29211
1516, 83940, 32252, 0, 1, 0, 0, 65536, 28599, 50185, 28065
1517, 84428, 32214, 0, 0, 0, 0, 65536, 28599, 74430, 26964
1518, 84356, 34000, 0, 0, 0, 0, 65536, 28599, 71511, 25906
1519, 85187, 33591, 0, 0, 0, 0, 65536, 28599, 68706, 24890
1520, 87014, 32282, 0, 0, 0, 0, 65536, 28599, 66011, 23913
1521, 86369, 33831, 0, 0, 0, 0, 65536, 28599, 63422, 22975
1522, 83917, 33587, 0, 0, 0, 0, 65536, 28599, 60934, 22074
1523, 85097, 33205, 0, 0, 0, 0, 65536, 28599, 58544, 21208
1524, 86600, 33011, 0, 0, 0, 0, 65536, 28599, 56248, 20376
1525, 85124, 32378, 0, 0, 0, 0, 65536, 28599, 54042, 19576
1526, 84485, 32241, 0, 0, 0, 0, 65536, 28599, 51922, 18808
1527, 86770, 33137, 0, 1, 0, 0, 65536, 28599, 49885, 18070
1528, 85650, 32403, 0, 0, 0, 0, 65536, 28599, 74142, 17361
1529, 86815, 33192, 0, 0, 0, 0, 65536, 28599, 71234, 16680
1530, 87436, 32441, 0, 0, 0, 0, 65536, 28599, 68440, 16025
1531, 85183, 33239, 0, 0, 0, 0, 65536, 28599, 65756, 15396
1532, 84443, 32514, 0, 0, 0, 0, 65536, 28599, 63177, 14792
1533, 86042, 32832, 0, 0, 0, 0, 65536, 28599, 60699, 14211
1534, 87155, 33430, 0, 0, 0, 0, 65536, 28599, 58318, 13653
1535, 83929, 32028, 0, 0, 0, 0, 65536, 28599, 56031, 13117
1536, 86045, 32730, 0, 0, 0, 0, 65536, 28599, 53833, 12602
1537, 83692, 33128, 0, 0, 1, 0, 65536, 28599, 51721, 12107
1538, 84018, 32487, 0, 1, 0, 0, 65536, 27656, 49692, 37846
1539, 85012, 32775, 0, 0, 0, 0, 65536, 27656, 73957, 36361
1540, 84272, 33573, 0, 0, 0, 0, 65536, 27656, 71056, 34935
1541, 84835, 32934, 0, 0, 0, 0, 65536, 27656, 68269, 33565
1542, 85613, 32173, 0, 0, 0, 0, 65536, 27656, 65591, 32248
1543, 86283, 33949, 0, 0, 0, 0, 65536, 27656, 63018, 30983
1544, 83873, 32283, 0, 0, 0, 0, 65536, 27656, 60546, 29767
1545, 87355, 33593, 0, 0, 0, 0, 65536, 27656, 58171, 28599
1546, 83679, 32377, 0, 0, 0, 0, 65536, 27656, 55889, 27477
1547, 84692, 33547, 0, 0, 0, 0, 65536, 27656, 53697, 26399
1548, 84970, 33538, 0, 0, 0, 0, 65536, 27656, 51591, 25363
1549, 84967, 33346, 0, 1, 0, 0, 65536, 27656, 49567, 24368
1550, 87258, 32679, 0, 0, 0, 0, 65536, 27656, 73837, 23412
1551, 86738, 33246, 0, 0, 0, 0, 65536, 27656, 70941, 22493
1552, 85778, 33588, 0, 0, 0, 0, 65536, 27656, 68159, 21610
1553, 86199, 32359, 0, 0, 0, 0, 65536, 27656, 65486, 20762
1554, 85436, 33713, 0, 0, 0, 0, 65536, 27656, 62917, 19947
1555, 84120, 33827, 0, 0, 0, 0, 65536, 27656, 60449, 19164
1556, 84856, 33098, 0, 0, 0, 0, 65536, 27656, 58078, 18412
1557, 87072, 32468, 0, 0, 0, 0, 65536, 27656, 55800, 17689
1558, 86077, 32692, 0, 0, 0, 0, 65536, 27656, 53611, 16995
1559, 84327, 32339, 0, 0, 0, 0, 65536, 27656, 51508, 16328
1560, 84332, 32709, 0, 1, 0, 0, 65536, 27656, 49488, 15687
1561, 84046, 32156, 0, 0, 0, 0, 65536, 27656, 73761, 15071
1562, 84054, 33331, 0, 0, 0, 0, 65536, 27656, 70868, 14479
1563, 84056, 33190, 0, 0, 0, 0, 65536, 27656, 68088, 13911
1564, 83844, 33532, 0, 0, 0, 0, 65536, 27656, 65417, 13365
1565, 86617, 32998, 0, 0, 0, 0, 65536, 27656, 62851, 12840
1566, 87013, 32071, 0, 0, 0, 0, 65536, 27656, 60386, 12336
1567, 85464, 32459, 0, 0, 1, 0, 65536, 27656, 58017, 11852
1568, 85454, 33763, 0, 0, 0, 0, 65536, 26744, 55741, 37601
1569, 85436, 33580, 0, 0, 0, 0, 65536, 26744, 53555, 36126
1570, 85575, 33430, 0, 0, 0, 0, 65536, 26744, 51454, 34709
1571, 87397, 33666, 0, 1, 0, 0, 65536, 26744, 49436, 33347
1572, 87053, 32395, 0, 0, 0, 0, 65536, 26744, 73711, 32039
1573, 83711, 32812, 0, 0, 0, 0, 65536, 26744, 70820, 30782
1574, 86446, 32626, 0, 0, 0, 0, 65536, 26744, 68042, 29574
1575, 85121, 33689, 0, 0, 0, 0, 65536, 26744, 65373, 28414
1576, 84154, 33065, 0, 0, 0, 0, 65536, 26744, 62809, 27299
1577, 83733, 33960, 0, 0, 0, 0, 65536, 26744, 60345, 26228
1578, 86619, 32764, 0, 0, 0, 0, 65536, 26744, 57978, 25199
1579, 86921, 33383, 0, 0, 0, 0, 65536, 26744, 55704, 24210
1580, 84366, 33493, 0, 0, 0, 0, 65536, 26744, 53519, 23260
1581, 84195, 33749, 0, 0, 0, 0, 65536, 26744, 51420, 22347
1582, 84721, 33220, 0, 1, 0, 0, 65536, 26744, 49403, 21470
1583, 85830, 32757, 0, 0, 0, 0, 65536, 26744, 73679, 20628
1584, 84483, 33818, 0, 0, 0, 0, 65536, 26744, 70789, 19819
1585, 86644, 33640, 0, 0, 0, 0, 65536, 26744, 68013, 19041
1586, 83962, 32981, 0, 0, 0, 0, 65536, 26744, 65345, 18294
1587, 86221, 32420, 0, 0, 0, 0, 65536, 26744, 62782, 17576
1588, 85320, 33804, 0, 0, 0, 0, 65536, 26744, 60319, 16886
1589, 85470, 32063, 0, 0, 0, 0, 65536, 26744, 57953, 16223
1590, 85552, 32242, 0, 0, 0, 0, 65536, 26744, 55680, 15586
1591, 86906, 32696, 0, 0, 0, 0, 65536, 26744, 53496, 14974
1592, 86019, 33214, 0, 0, 0, 0, 65536, 26744, 51398, 14386
1593, 85583, 32386, 0, 1, 0, 0, 65536, 26744, 49382, 13821
1594, 84281, 33471, 0, 0, 0, 0, 65536, 26744, 73659, 13279
1595, 85264, 32173, 0, 0, 0, 0, 65536, 26744, 70770, 12758
1596, 84970, 32069, 0, 0, 0, 0, 65536, 26744, 67994, 12257
1597, 85943, 32369, 0, 0, 1, 0, 65536, 26744, 65327, 11776
1598, 84691, 32985, 0, 0, 0, 0, 65536, 25862, 62765, 37528
1599, 86123, 33339, 0, 0, 0, 0, 65536, 25862, 60303, 36056
1600, 84768, 33332, 0, 0, 0, 0, 65536, 25862, 57938, 34642
1601, 85484, 33266, 0, 0, 0, 0, 65536, 25862, 55665, 33283
1602, 87236, 32479, 0, 0, 0, 0, 65536, 25862, 53482, 31977
1603, 85800, 33600, 0, 0, 0, 0, 65536, 25862, 51384, 30723
1604, 86386, 33656, 0, 1, 0, 0, 65536, 25862, 49368, 29518
1605, 85643, 33471, 0, 0, 0, 0, 65536, 25862, 73646, 28360
1606, 86963, 33256, 0, 0, 0, 0, 65536, 25862, 70757, 27247
1607, 84590, 33732, 0, 0, 0, 0, 65536, 25862, 67982, 26178
1608, 86799, 32164, 0, 0, 0, 0, 65536, 25862, 65316, 25151
1609, 85936, 33275, 0, 0, 0, 0, 65536, 25862, 62754, 24164
1610, 84390, 33829, 0, 0, 0, 0, 65536, 25862, 60293, 23216
1611, 84826, 33003, 0, 0, 0, 0, 65536, 25862, 57928, 22305
1612, 84831, 32650, 0, 0, 0, 0, 65536, 25862, 55656, 21430
1613, 83915, 33200, 0, 0, 0, 0, 65536, 25862, 53473, 20589
1614, 85359, 32840, 0, 0, 0, 0, 65536, 25862, 51376, 19781
1615, 87089, 32700, 0, 1, 0, 0, 65536, 25862, 49361, 19005
1616, 86074, 33152, 0, 0, 0, 0, 65536, 25862, 73639, 18259
1617, 86090, 33755, 0, 0, 0, 0, 65536, 25862, 70751, 17542
1618, 86317, 32774, 0, 0, 0, 0, 65536, 25862, 67976, 16854
1619, 85695, 32825, 0, 0, 0, 0, 65536, 25862, 65310, 16193
1620, 87006, 33698, 0, 0, 0, 0, 65536, 25862, 62748, 15557
1621, 85397, 33703, 0, 0, 0, 0, 65536, 25862, 60287, 14946
1622, 85179, 33262, 0, 0, 0, 0, 65536, 25862, 57922, 14359
1623, 85928, 32182, 0, 0, 0, 0, 65536, 25862, 55650, 13795
1624, 84341, 32220, 0, 0, 0, 0, 65536, 25862, 53467, 13254
1625, 86971, 32544, 0, 0, 0, 0, 65536, 25862, 51370, 12734
1626, 85131, 33084, 0, 1, 0, 0, 65536, 25862, 49355, 12234
1627, 84526, 32670, 0, 0, 1, 0, 65536, 25862, 73633, 11754
1628, 84438, 33726, 0, 0, 0, 0, 65536, 25009, 70745, 37507
1629, 87030, 33015, 0, 0, 0, 0, 65536, 25009, 67970, 36036
1630, 85969, 32169, 0, 0, 0, 0, 65536, 25009, 65304, 34622
1631, 84471, 32784, 0, 0, 0, 0, 65536, 25009, 62743, 33264
1632, 84517, 32686, 0, 0, 0, 0, 65536, 25009, 60282, 31959
1633, 86548, 32932, 0, 0, 0, 0, 65536, 25009, 57918, 30705
