step, pre_in1, pre_in2, post_in, pre1_spike, pre2_spike, post_spike, w1, w2, c1, c2
747, 33687, 33940, 0, 0, 0, 0, 6553600, 130, 13631613, 8060928
748, 32929, 32795, 0, 0, 0, 0, 33463, 33361, 0, 32233
749, 32950, 33824, 0, 0, 0, 0, 8231680, 0, 8446976, 8233728
750, 33335, 32636, 0, 0, 0, 1, 126, 1441921, 7012352, 130
751, 33763, 33378, 0, 0, 0, 0, 32068, 0, 33286, 33634
752, 32103, 32270, 0, 1, 1, 1, 0, 8649984, 8592384, 0
753, 32759, 33438, 0, 1, 0, 0, 16515198, 11141120, 129, 10879101
754, 32020, 33636, 0, 0, 0, 0, 0, 33618, 32092, 0
755, 33488, 32123, 0, 1, 0, 0, 8378368, 8688384, 0, 8496896
756, 33463, 33361, 0, 0, 0, 0, 524288, 129, 5177472, 2621440
757, 32233, 32155, 0, 0, 0, 0, 32238, 32502, 0, 33861
758, 32996, 32163, 0, 0, 0, 0, 8557824, 0, 8584704, 8325120
759, 32278, 33131, 0, 1, 1, 0, 132, 131202, 3211264, 127
760, 33524, 32068, 0, 0, 0, 0, 32326, 0, 33430, 33670
761, 33286, 33634, 0, 1, 0, 1, 0, 8295168, 8391680, 0
762, 33789, 33564, 0, 1, 0, 0, 7405693, 6356992, 129, 5374079
763, 32764, 32426, 0, 0, 0, 0, 0, 33324, 33067, 0
764, 33190, 32049, 0, 1, 0, 0, 8559872, 8333056, 0, 8263168
765, 33618, 32092, 0, 0, 0, 0, 12517376, 129, 12058755, 4325376
766, 32728, 33939, 0, 0, 0, 0, 33396, 32202, 0, 33711
767, 33191, 33032, 0, 0, 0, 0, 8620544, 0, 8554752, 8200192
768, 33103, 32808, 0, 0, 0, 0, 0, 0, 0, 0
769, 32238, 32502, 0, 0, 0, 0, 0, 0, 0, 0
770, 33861, 33429, 0, 0, 0, 0, 0, 0, 0, 0
771, 33534, 32520, 0, 0, 0, 0, 0, 0, 0, 0
772, 33794, 33329, 0, 0, 0, 0, 0, 0, 0, 0
773, 32579, 32326, 0, 0, 0, 0, 0, 0, 0, 0
774, 33430, 33670, 0, 0, 0, 0, 0, 0, 0, 0
775, 32403, 32780, 0, 0, 0, 0, 0, 0, 0, 0
776, 32113, 32097, 0, 0, 0, 0, 0, 0, 0, 0
777, 33106, 32657, 0, 0, 0, 0, 0, 0, 0, 0
778, 33324, 33067, 0, 0, 0, 0, 0, 0, 0, 0
779, 33437, 32551, 0, 0, 0, 0, 0, 0, 0, 0
780, 32278, 33215, 0, 0, 0, 0, 0, 0, 0, 0
781, 33208, 33602, 0, 0, 0, 0, 0, 0, 0, 0
782, 33396, 32202, 0, 0, 0, 0, 0, 0, 0, 0
783, 33711, 33674, 0, 0, 0, 0, 0, 0, 0, 0
784, 33417, 32032, 0, 0, 0, 0, 0, 0, 0, 0
785, 32832, 32812, 0, 0, 0, 0, 10813440, 3670144, 4194432, 2883584
786, 33349, 33657, 0, 0, 0, 0, 33349, 33657, 0, 33600
787, 33600, 33880, 0, 0, 0, 0, 8673280, 0, 8511232, 8302336
788, 33247, 32431, 0, 0, 1, 1, 125, 16253053, 9961472, 131
789, 32248, 32152, 0, 0, 0, 0, 33405, 0, 33590, 32006
790, 33646, 33405, 0, 1, 0, 0, 0, 8548864, 8435712, 0
791, 33590, 32006, 0, 1, 0, 0, 16318589, 10027008, 132, 8061060
792, 33394, 32952, 0, 0, 0, 0, 0, 33274, 32422, 0
793, 33273, 32153, 0, 0, 1, 0, 8316416, 8218368, 0, 8624640
794, 33915, 33977, 0, 0, 0, 0, 15400960, 127, 15728771, 6488064
795, 33274, 32422, 0, 0, 0, 0, 33051, 32352, 0, 33295
796, 32486, 32103, 0, 0, 0, 0, 8666880, 0, 8669952, 8203776
797, 33690, 33515, 0, 0, 1, 1, 130, 13697149, 2031616, 126
798, 32752, 33635, 0, 0, 0, 0, 33898, 0, 32557, 33379
799, 33051, 32352, 0, 1, 1, 1, 0, 8576512, 8488960, 0
800, 33295, 33855, 0, 1, 0, 0, 786560, 16121856, 129, 2162817
801, 33867, 32046, 0, 0, 0, 0, 0, 33508, 33673, 0
802, 33489, 32031, 0, 0, 0, 1, 8253440, 8199936, 0, 8653312
803, 32398, 33898, 0, 0, 0, 0, 11665408, 131, 16318595, 14155776
804, 32557, 33379, 0, 0, 0, 0, 33642, 32024, 0, 32897
805, 33502, 33160, 0, 0, 0, 0, 8561408, 0, 8589056, 8366336
806, 32524, 33014, 0, 1, 1, 1, 126, 3407999, 15597568, 126
807, 33057, 33081, 0, 0, 0, 0, 32320, 0, 33307, 32928
808, 33508, 33673, 0, 1, 0, 0, 0, 8448256, 8492288, 0
809, 32240, 32031, 0, 0, 1, 1, 13828222, 7995392, 130, 13959297
810, 33802, 33970, 0, 0, 0, 0, 0, 32864, 33608, 0
811, 33785, 33752, 0, 1, 1, 1, 8290816, 8502528, 0, 8587264
812, 33642, 32024, 0, 0, 0, 0, 2490368, 126, 11141249, 3604480
813, 32897, 33443, 0, 0, 0, 0, 32157, 33927, 0, 32291
814, 33551, 32681, 0, 0, 0, 0, 8400640, 0, 8313856, 8547840
815, 32308, 32750, 0, 0, 0, 1, 132, 6684802, 1703936, 130
816, 32263, 32320, 0, 0, 0, 0, 32857, 0, 32120, 32464
817, 33307, 32928, 0, 1, 1, 0, 0, 8368384, 8481024, 0
818, 33001, 33173, 0, 1, 1, 1, 15335555, 1703936, 132, 12714114
819, 33235, 32378, 0, 0, 0, 0, 0, 32025, 33346, 0
820, 33493, 33214, 0, 1, 0, 0, 8225792, 8538112, 0, 8310784
821, 32864, 33608, 0, 0, 0, 0, 13631488, 126, 6553729, 9043968
822, 32386, 33213, 0, 0, 0, 0, 32134, 33603, 0, 32513
823, 33544, 32550, 0, 0, 0, 0, 8630784, 0, 8577792, 8699904
824, 32426, 33079, 0, 0, 0, 0, 0, 0, 0, 0
825, 32157, 33927, 0, 0, 0, 0, 0, 0, 0, 0
826, 32291, 32815, 0, 0, 0, 0, 0, 0, 0, 0
827, 32476, 33390, 0, 0, 0, 0, 0, 0, 0, 0
828, 33894, 33306, 0, 0, 0, 0, 0, 0, 0, 0
829, 33316, 32857, 0, 0, 0, 0, 0, 0, 0, 0
830, 32120, 32464, 0, 0, 0, 0, 0, 0, 0, 0
831, 32689, 33129, 0, 0, 0, 0, 0, 0, 0, 0
832, 33770, 33562, 0, 0, 0, 0, 0, 0, 0, 0
833, 33986, 33447, 0, 0, 0, 0, 0, 0, 0, 0
834, 32025, 33346, 0, 0, 0, 0, 0, 0, 0, 0
835, 32132, 33352, 0, 0, 0, 0, 0, 0, 0, 0
836, 32464, 33232, 0, 0, 0, 0, 0, 0, 0, 0
837, 32356, 33162, 0, 0, 0, 0, 0, 0, 0, 0
838, 32134, 33603, 0, 0, 0, 0, 0, 0, 0, 0
839, 32513, 33714, 0, 0, 0, 0, 0, 0, 0, 0
840, 33507, 33984, 0, 0, 0, 0, 0, 0, 0, 0
841, 33318, 33641, 0, 0, 0, 0, 10813440, 3670146, 2490499, 6881280
842, 33144, 32945, 0, 0, 0, 0, 33144, 32945, 0, 33354
843, 33354, 32650, 0, 0, 0, 0, 8358400, 0, 8203008, 8649216
844, 32043, 33786, 0, 0, 0, 0, 130, 8192126, 2949120, 126
845, 33405, 32301, 0, 0, 0, 0, 33431, 0, 32065, 33446
846, 32288, 33431, 0, 1, 1, 0, 0, 8503296, 8568320, 0
847, 32065, 33446, 0, 0, 0, 1, 13828223, 6946816, 128, 8650884
848, 33216, 33470, 0, 0, 0, 0, 0, 32063, 33231, 0
849, 33747, 32618, 0, 0, 1, 0, 8519936, 8655360, 0, 8551936
850, 32900, 33812, 0, 0, 0, 0, 1048576, 131, 5570685, 9240576
851, 32063, 33231, 0, 0, 0, 0, 33198, 32016, 0, 33508
852, 33281, 33810, 0, 0, 0, 0, 8232960, 0, 8699904, 8653056
853, 33406, 33296, 0, 1, 0, 0, 126, 2949249, 10289152, 132
854, 33621, 32141, 0, 0, 0, 0, 33367, 0, 33341, 33800
855, 33198, 32016, 0, 1, 0, 1, 0, 8490752, 8499200, 0
856, 33508, 32160, 0, 1, 1, 0, 6160515, 7798784, 131, 9502850
857, 33984, 33801, 0, 0, 0, 0, 0, 32568, 33519, 0
858, 32301, 33181, 0, 1, 1, 1, 8639744, 8474880, 0, 8605696
859, 33817, 33367, 0, 0, 0, 0, 2031616, 131, 7733378, 1179648
860, 33341, 33800, 0, 0, 0, 0, 32061, 32960, 0, 32402
861, 33167, 33200, 0, 0, 0, 0, 8394496, 0, 8463360, 8604928
862, 32094, 33655, 0, 1, 1, 1, 125, 5767300, 131072, 131
863, 33681, 33435, 0, 0, 0, 0, 33605, 0, 32584, 33419
864, 32568, 33519, 0, 1, 0, 0, 0, 8390400, 8536320, 0
865, 33749, 33105, 0, 0, 0, 1, 12320899, 2621440, 128, 11862148
866, 33616, 32543, 0, 0, 0, 0, 0, 32994, 32838, 0
867, 33654, 33298, 0, 1, 0, 0, 8370432, 8244480, 0, 8583424
868, 32061, 32960, 0, 0, 0, 0, 11796480, 127, 10551423, 655360
869, 32402, 32791, 0, 0, 0, 0, 33599, 33370, 0, 33400
870, 33060, 33613, 0, 0, 0, 0, 8367104, 0, 8624128, 8323840
871, 32088, 33794, 0, 1, 1, 1, 127, 16515200, 4980736, 128
872, 33687, 33605, 0, 0, 0, 0, 32163, 0, 33085, 33802
873, 32584, 33419, 0, 1, 1, 0, 0, 8537600, 8438528, 0
874, 32775, 33345, 0, 1, 0, 0, 14680190, 6029312, 125, 15728766
875, 33212, 33576, 0, 0, 0, 0, 0, 32149, 33590, 0
876, 32949, 33796, 0, 0, 1, 1, 8428032, 8680704, 0, 8574976
877, 32994, 32838, 0, 0, 0, 0, 1310720, 132, 4980863, 16187392
878, 32697, 32205, 0, 0, 0, 0, 33424, 33904, 0, 33783
879, 33529, 33204, 0, 0, 0, 0, 8200448, 0, 8636672, 8387584
880, 32673, 32522, 0, 0, 0, 0, 0, 0, 0, 0
881, 33599, 33370, 0, 0, 0, 0, 0, 0, 0, 0
882, 33400, 32684, 0, 0, 0, 0, 0, 0, 0, 0
883, 33688, 32515, 0, 0, 0, 0, 0, 0, 0, 0
884, 32764, 32844, 0, 0, 0, 0, 0, 0, 0, 0
885, 32999, 32163, 0, 0, 0, 0, 0, 0, 0, 0
886, 33085, 33802, 0, 0, 0, 0, 0, 0, 0, 0
887, 33350, 32963, 0, 0, 0, 0, 0, 0, 0, 0
888, 33760, 32348, 0, 0, 0, 0, 0, 0, 0, 0
889, 32240, 32401, 0, 0, 0, 0, 0, 0, 0, 0
890, 32149, 33590, 0, 0, 0, 0, 0, 0, 0, 0
891, 32922, 33909, 0, 0, 0, 0, 0, 0, 0, 0
892, 33496, 32276, 0, 0, 0, 0, 0, 0, 0, 0
893, 33868, 32759, 0, 0, 0, 0, 0, 0, 0, 0
894, 33424, 33904, 0, 0, 0, 0, 0, 0, 0, 0
895, 33783, 32033, 0, 0, 0, 0, 0, 0, 0, 0
896, 33737, 32764, 0, 0, 0, 0, 0, 0, 0, 0
897, 33907, 32274, 0, 0, 0, 0, 10813440, 3670148, 7536766, 1179648
898, 33339, 33246, 0, 0, 0, 0, 33339, 33246, 0, 33422
899, 33422, 32632, 0, 0, 0, 0, 8353792, 0, 8479744, 8418816
900, 33124, 32886, 0, 0, 1, 1, 126, 13631614, 13500416, 129
901, 32464, 32462, 0, 0, 0, 0, 33443, 0, 32652, 33928
902, 33246, 33443, 0, 0, 1, 0, 0, 8561408, 8649728, 0
903, 32652, 33928, 0, 0, 1, 1, 14680189, 16121856, 128, 1245313
904, 33443, 33788, 0, 0, 0, 0, 0, 33288, 33788, 0
905, 33504, 32246, 0, 0, 1, 0, 8462592, 8679936, 0, 8372480
906, 32787, 33270, 0, 0, 0, 0, 7995392, 127, 14483585, 5439488
907, 33288, 33788, 0, 0, 0, 0, 32303, 32904, 0, 33012
908, 33057, 33906, 0, 0, 0, 0, 8223232, 0, 8555520, 8411904
909, 32705, 33402, 0, 0, 1, 1, 129, 13435010, 0, 128
910, 32733, 33107, 0, 0, 0, 0, 32240, 0, 33402, 32297
911, 32303, 32904, 0, 1, 0, 1, 0, 8360192, 8239872, 0
912, 33012, 32122, 0, 1, 1, 0, 16318591, 8978432, 132, 12714115
913, 33420, 32859, 0, 0, 0, 0, 0, 32946, 33757, 0
914, 33229, 33280, 0, 0, 1, 1, 8549376, 8497920, 0, 8295680
915, 32878, 32240, 0, 0, 0, 0, 15663104, 132, 11075710, 13697024
916, 33402, 32297, 0, 0, 0, 0, 32923, 32470, 0, 33218
917, 32657, 32187, 0, 0, 0, 0, 8531968, 0, 8611072, 8266752
918, 32249, 32649, 0, 0, 1, 0, 130, 4587647, 3080192, 130
919, 33986, 33651, 0, 0, 0, 0, 33682, 0, 33001, 33070
920, 32946, 33757, 0, 1, 0, 1, 0, 8470528, 8680448, 0
921, 33396, 33195, 0, 0, 1, 0, 4653183, 589824, 129, 8061053
922, 32405, 32495, 0, 0, 0, 0, 0, 33591, 33792, 0
923, 33961, 32465, 0, 0, 0, 0, 8215808, 8390656, 0, 8444160
924, 32923, 32470, 0, 0, 0, 0, 1900544, 128, 12714109, 8650752
925, 33218, 33328, 0, 0, 0, 0, 33704, 32613, 0, 32466
926, 33637, 32292, 0, 0, 0, 0, 8653568, 0, 8326144, 8330752
927, 33350, 32559, 0, 1, 0, 1, 132, 9371778, 4063232, 126
928, 33434, 33682, 0, 0, 0, 0, 33958, 0, 33144, 32351
929, 33001, 33070, 0, 0, 0, 0, 0, 8492032, 8354816, 0
930, 33088, 33908, 0, 1, 0, 1, 2556034, 10551296, 131, 11272322
931, 32071, 32521, 0, 0, 0, 0, 0, 32906, 32879, 0
932, 33147, 32186, 0, 1, 0, 1, 8514304, 8403968, 0, 8445952
933, 33591, 33792, 0, 0, 0, 0, 5242880, 130, 11206788, 6946816
934, 32093, 32776, 0, 0, 0, 0, 33632, 33824, 0, 32725
935, 32985, 32797, 0, 0, 0, 0, 8351488, 0, 8679424, 8635648
936, 32962, 32132, 0, 0, 0, 0, 0, 0, 0, 0
937, 33704, 32613, 0, 0, 0, 0, 0, 0, 0, 0
938, 32466, 33803, 0, 0, 0, 0, 0, 0, 0, 0
939, 32524, 32542, 0, 0, 0, 0, 0, 0, 0, 0
940, 33935, 33342, 0, 0, 0, 0, 0, 0, 0, 0
941, 32269, 33958, 0, 0, 0, 0, 0, 0, 0, 0
942, 33144, 32351, 0, 0, 0, 0, 0, 0, 0, 0
943, 33172, 32636, 0, 0, 0, 0, 0, 0, 0, 0
944, 32807, 33441, 0, 0, 0, 0, 0, 0, 0, 0
945, 33708, 33509, 0, 0, 0, 0, 0, 0, 0, 0
946, 32906, 32879, 0, 0, 0, 0, 0, 0, 0, 0
947, 33259, 32828, 0, 0, 0, 0, 0, 0, 0, 0
948, 32992, 32080, 0, 0, 0, 0, 0, 0, 0, 0
949, 33451, 33898, 0, 0, 0, 0, 0, 0, 0, 0
950, 33632, 33824, 0, 0, 0, 0, 0, 0, 0, 0
951, 32725, 32623, 0, 0, 0, 0, 0, 0, 0, 0
952, 33904, 33733, 0, 0, 0, 0, 0, 0, 0, 0
953, 32520, 33535, 0, 0, 0, 0, 10813440, 3670143, 524418, 16711680
954, 33556, 33918, 0, 0, 0, 0, 33556, 33918, 0, 32157
955, 32157, 33017, 0, 0, 0, 0, 8452352, 0, 8614400, 8252160
956, 33650, 32235, 0, 0, 0, 0, 125, 7078014, 4194304, 125
957, 32108, 32320, 0, 0, 0, 0, 32938, 0, 33337, 32916
958, 32152, 32938, 0, 1, 0, 0, 0, 8265472, 8335104, 0
959, 33337, 32916, 0, 1, 1, 1, 13893763, 1179648, 129, 1966211
960, 32287, 32559, 0, 0, 0, 0, 0, 32469, 33341, 0
961, 33236, 33554, 0, 0, 0, 1, 8427008, 8515328, 0, 8420864
962, 33054, 33687, 0, 0, 0, 0, 11796480, 125, 4128896, 10027008
963, 32469, 33341, 0, 0, 0, 0, 32870, 32981, 0, 33298
964, 32918, 33263, 0, 0, 0, 0, 8530176, 0, 8608000, 8313600
965, 32894, 33972, 0, 0, 1, 1, 130, 4980862, 15597568, 128
966, 32063, 32921, 0, 0, 0, 0, 33768, 0, 32929, 32638
967, 32870, 32981, 0, 1, 0, 1, 0, 8539648, 8436992, 0
968, 33298, 33321, 0, 1, 0, 0, 16121982, 7536640, 127, 13893758
969, 33625, 32475, 0, 0, 0, 0, 0, 32123, 32081, 0
970, 33356, 32494, 0, 1, 1, 1, 8510976, 8571904, 0, 8593152
971, 33014, 33768, 0, 0, 0, 0, 8519680, 128, 7798912, 2359296
972, 32929, 32638, 0, 0, 0, 0, 32723, 33691, 0, 33402
973, 33358, 32957, 0, 0, 0, 0, 8438272, 0, 8276992, 8551424
974, 32246, 32371, 0, 0, 1, 1, 131, 15073405, 11075584, 129
975, 32724, 32289, 0, 0, 0, 0, 33840, 0, 32688, 32540
976, 32123, 32081, 0, 0, 0, 1, 0, 8510208, 8194816, 0
977, 33246, 33484, 0, 1, 0, 1, 2097282, 11206656, 132, 3866749
978, 33567, 32642, 0, 0, 0, 0, 0, 33105, 32207, 0
979, 32887, 32804, 0, 1, 0, 1, 8497920, 8429568, 0, 8616448
980, 32723, 33691, 0, 0, 0, 0, 10420224, 125, 7274623, 16384000
981, 33402, 32962, 0, 0, 0, 0, 32366, 32420, 0, 33247
982, 32332, 33404, 0, 0, 0, 0, 8483328, 0, 8226816, 8426496
983, 33766, 32169, 0, 1, 0, 1, 132, 7078019, 5308416, 128
984, 33094, 33840, 0, 0, 0, 0, 33146, 0, 32754, 33702
985, 32688, 32540, 0, 0, 1, 0, 0, 8493056, 8245760, 0
986, 33243, 32011, 0, 1, 1, 0, 2490499, 5963776, 338, 5701761
987, 33824, 33451, 0, 1, 0, 0, 0, 84238, 33647, 0
988, 33851, 32069, 0, 0, 0, 0, 5120000, 8642560, 1, 4677632
989, 33105, 32207, 0, 0, 0, 0, 14024704, 333, 4325504, 3997696
990, 33195, 32928, 0, 0, 0, 0, 86429, 33687, 0, 85239
991, 33658, 32159, 0, 0, 0, 0, 8624128, 1, 5193472, 8416768
992, 32111, 32762, 0, 0, 0, 0, 0, 0, 0, 0
993, 32366, 32420, 0, 0, 0, 0, 0, 0, 0, 0
994, 33247, 33138, 0, 0, 0, 0, 0, 0, 0, 0
995, 32136, 32916, 0, 0, 0, 0, 0, 0, 0, 0
996, 33900, 33617, 0, 0, 0, 0, 0, 0, 0, 0
997, 32893, 33146, 0, 0, 0, 0, 0, 0, 0, 0
998, 32754, 33702, 0, 0, 0, 0, 0, 0, 0, 0
999, 33176, 32210, 0, 0, 0, 0, 0, 0, 0, 0
1000, 33318, 33627, 0, 0, 0, 0, 0, 0, 0, 0
1001, 86615, 33187, 0, 0, 0, 0, 0, 0, 0, 0
1002, 84238, 33647, 0, 0, 0, 0, 0, 0, 0, 0
1003, 85536, 33760, 0, 0, 0, 0, 0, 0, 0, 0
1004, 83808, 32982, 0, 0, 0, 0, 0, 0, 0, 0
1005, 85314, 32829, 0, 0, 0, 0, 0, 0, 0, 0
1006, 86429, 33687, 0, 0, 0, 0, 0, 0, 0, 0
1007, 85239, 33688, 0, 0, 0, 0, 0, 0, 0, 0
1008, 85823, 32878, 0, 0, 0, 0, 0, 0, 0, 0
1009, 87463, 33969, 0, 0, 0, 0, 10813440, 3670357, 10944644, 11599872
1010, 84225, 32892, 0, 0, 0, 0, 84225, 32892, 0, 83953
1011, 83953, 32790, 0, 0, 0, 0, 8394240, 1, 4910592, 8580352
1012, 84718, 33517, 0, 1, 0, 0, 327, 3408002, 11075584, 333
1013, 83764, 33449, 0, 0, 0, 0, 32200, 0, 86922, 32849
1014, 85473, 32200, 0, 1, 1, 1, 1, 4815360, 8392192, 1
1015, 86922, 32849, 0, 1, 0, 0, 3539073, 14090240, 337, 3997822
1016, 84346, 32782, 0, 1, 0, 0, 0, 86690, 33371, 0
1017, 85814, 33239, 0, 0, 0, 0, 5621248, 8235776, 1, 5540352
1018, 86333, 32321, 0, 0, 0, 0, 14352384, 333, 13500544, 10420224
1019, 86690, 33371, 0, 0, 0, 0, 85969, 33383, 0, 83977
1020, 87494, 32171, 0, 0, 0, 0, 8498176, 1, 4851712, 8657920
1021, 87178, 32987, 0, 0, 1, 1, 335, 7209090, 7733248, 327
1022, 85454, 32927, 0, 0, 0, 0, 32564, 0, 86318, 33800
1023, 85969, 33383, 0, 0, 1, 0, 1, 4908032, 8433920, 1
1024, 83977, 33196, 0, 0, 1, 0, 12386436, 1507328, 341, 3997827
1025, 84488, 33820, 0, 1, 0, 0, 0, 86276, 33007, 0
1026, 85870, 33398, 0, 1, 1, 1, 4746752, 8344832, 1, 5598208
1027, 83950, 32564, 0, 0, 0, 0, 12517376, 336, 14745725, 14417920
1028, 86318, 33800, 0, 0, 0, 0, 85073, 33369, 0, 85637
1029, 84708, 32945, 0, 0, 0, 0, 8386304, 1, 4874496, 8617984
1030, 86717, 33815, 0, 1, 0, 1, 336, 16121986, 3801088, 336
1031, 87357, 33578, 0, 0, 0, 0, 33583, 0, 86090, 32660
1032, 86276, 33007, 0, 1, 1, 1, 1, 5364480, 8299008, 1
1033, 84078, 32597, 0, 1, 0, 1, 3735677, 4194304, 340, 2162818
1034, 87404, 32703, 0, 1, 0, 0, 0, 83820, 32148, 0
1035, 86241, 32220, 0, 1, 0, 0, 5515520, 8322048, 1, 5376256
1036, 85073, 33369, 0, 0, 0, 0, 11534336, 339, 12451971, 4784128
1037, 85637, 32759, 0, 0, 0, 0, 85323, 33144, 0, 84174
1038, 84577, 33664, 0, 0, 0, 0, 8591360, 1, 4871168, 8665344
1039, 86262, 33338, 0, 0, 1, 1, 337, 1114241, 14680064, 328
1040, 86269, 33583, 0, 0, 0, 0, 33515, 0, 84568, 32892
1041, 86090, 32660, 0, 1, 0, 1, 1, 4809728, 8357632, 1
1042, 86491, 32418, 0, 0, 1, 0, 3145855, 4653056, 338, 7405699
1043, 85817, 32064, 0, 1, 0, 0, 0, 83791, 32867, 0
1044, 87073, 33437, 0, 1, 1, 0, 4929792, 8663808, 1, 5593088
1045, 83820, 32148, 0, 0, 0, 0, 15335424, 334, 1179775, 12976128
1046, 87081, 32508, 0, 0, 0, 0, 86471, 33511, 0, 85583
1047, 86537, 33200, 0, 0, 0, 0, 8272640, 1, 4845312, 8652544
1048, 86974, 33609, 0, 0, 0, 0, 0, 0, 0, 0
1049, 85323, 33144, 0, 0, 0, 0, 0, 0, 0, 0
1050, 84174, 33560, 0, 0, 0, 0, 0, 0, 0, 0
1051, 84564, 33849, 0, 0, 0, 0, 0, 0, 0, 0
1052, 86289, 33248, 0, 0, 0, 0, 0, 0, 0, 0
1053, 84166, 33515, 0, 0, 0, 0, 0, 0, 0, 0
1054, 84568, 32892, 0, 0, 0, 0, 0, 0, 0, 0
1055, 84324, 32647, 0, 0, 0, 0, 0, 0, 0, 0
1056, 85296, 32583, 0, 0, 0, 0, 0, 0, 0, 0
1057, 86641, 33618, 0, 0, 0, 0, 0, 0, 0, 0
1058, 83791, 32867, 0, 0, 0, 0, 0, 0, 0, 0
1059, 84793, 33843, 0, 0, 0, 0, 0, 0, 0, 0
1060, 87384, 33770, 0, 0, 0, 0, 0, 0, 0, 0
1061, 85522, 32710, 0, 0, 0, 0, 0, 0, 0, 0
1062, 86471, 33511, 0, 0, 0, 0, 0, 0, 0, 0
1063, 85583, 32315, 0, 0, 0, 0, 0, 0, 0, 0
1064, 84463, 33799, 0, 0, 0, 0, 0, 0, 0, 0
1065, 85244, 33704, 0, 0, 0, 0, 10813440, 3670348, 16515203, 11010048
1066, 84134, 33364, 0, 0, 0, 0, 84134, 33364, 0, 83752
1067, 83752, 32818, 0, 0, 0, 0, 8401408, 1, 5239808, 8517888
1068, 86004, 33273, 0, 1, 1, 1, 331, 14680196, 1507328, 327
1069, 84960, 33815, 0, 0, 0, 0, 33212, 0, 84165, 33142
1070, 83895, 33212, 0, 0, 1, 0, 1, 5146112, 8546048, 1
1071, 84165, 33142, 0, 1, 1, 1, 12386430, 13631488, 339, 15335551
1072, 85638, 33383, 0, 1, 0, 0, 0, 84862, 33307, 0
1073, 86717, 32464, 0, 0, 0, 1, 5067264, 8621312, 1, 4665600
1074, 87018, 32703, 0, 0, 0, 0, 131072, 327, 13959293, 3211264
1075, 84862, 33307, 0, 0, 0, 0, 83967, 32693, 0, 84165
1076, 85330, 33677, 0, 0, 0, 0, 8473600, 1, 4835328, 8449536
1077, 83761, 33794, 0, 1, 0, 0, 328, 13369474, 6094848, 328
1078, 83925, 32049, 0, 0, 0, 0, 32661, 0, 84049, 32414
1079, 83967, 32693, 0, 1, 0, 1, 1, 5486080, 8665856, 1
1080, 84165, 33100, 0, 0, 0, 0, 5439614, 14614528, 340, 3735684
1081, 84424, 33006, 0, 1, 0, 0, 0, 86120, 33292, 0
1082, 84172, 33373, 0, 0, 1, 0, 5323008, 8365824, 1, 4731136
1083, 84025, 32661, 0, 0, 0, 0, 720896, 337, 14876800, 8192000
1084, 84049, 32414, 0, 0, 0, 0, 85202, 32832, 0, 86458
1085, 86966, 33851, 0, 0, 0, 0, 8626432, 1, 5038592, 8267520
1086, 87379, 32479, 0, 1, 1, 0, 331, 3342462, 15400960, 335
1087, 87097, 33816, 0, 0, 0, 0, 33718, 0, 84961, 32594
1088, 86120, 33292, 0, 1, 0, 0, 1, 4805632, 8390656, 1
1089, 86329, 32679, 0, 1, 0, 0, 1179778, 5898240, 337, 2818180
1090, 84017, 33291, 0, 1, 0, 0, 0, 85379, 32736, 0
1091, 86499, 32893, 0, 0, 0, 1, 4796672, 8233472, 1, 4635392
1092, 85202, 32832, 0, 0, 0, 0, 6160384, 334, 132, 4128768
1093, 86458, 33697, 0, 0, 0, 0, 83924, 33499, 0, 86572
1094, 85218, 32295, 0, 0, 0, 0, 8323072, 1, 5158656, 8395520
1095, 84787, 32491, 0, 0, 0, 1, 339, 15335556, 0, 340
1096, 85891, 33718, 0, 0, 0, 0, 33055, 0, 86358, 33234
1097, 84961, 32594, 0, 0, 1, 0, 1, 4888320, 8648960, 1
1098, 84308, 32776, 0, 0, 0, 0, 8257663, 4784128, 340, 16318589
1099, 84242, 33370, 0, 1, 0, 0, 0, 83741, 32245, 0
1100, 86315, 33945, 0, 0, 0, 0, 5420800, 8466688, 1, 5379072
1101, 85379, 32736, 0, 0, 0, 0, 5505024, 336, 14024830, 11665408
1102, 84273, 32162, 0, 0, 0, 0, 84775, 32414, 0, 87364
1103, 83643, 33886, 0, 0, 0, 0, 8231680, 1, 5186560, 8226816
1104, 85504, 33855, 0, 0, 0, 0, 0, 0, 0, 0
1105, 83924, 33499, 0, 0, 0, 0, 0, 0, 0, 0
1106, 86572, 32512, 0, 0, 0, 0, 0, 0, 0, 0
1107, 85687, 32795, 0, 0, 0, 0, 0, 0, 0, 0
1108, 87018, 33792, 0, 0, 0, 0, 0, 0, 0, 0
1109, 87284, 33055, 0, 0, 0, 0, 0, 0, 0, 0
1110, 86358, 33234, 0, 0, 0, 0, 0, 0, 0, 0
1111, 84631, 33785, 0, 0, 0, 0, 0, 0, 0, 0
1112, 86654, 32585, 0, 0, 0, 0, 0, 0, 0, 0
1113, 87289, 32000, 0, 0, 0, 0, 0, 0, 0, 0
1114, 83741, 32245, 0, 0, 0, 0, 0, 0, 0, 0
1115, 86711, 33073, 0, 0, 0, 0, 0, 0, 0, 0
1116, 86548, 32852, 0, 0, 0, 0, 0, 0, 0, 0
1117, 86230, 32434, 0, 0, 0, 0, 0, 0, 0, 0
1118, 84775, 32414, 0, 0, 0, 0, 0, 0, 0, 0
1119, 87364, 32155, 0, 0, 0, 0, 0, 0, 0, 0
