step, pre_in1, pre_in2, post_in, pre1_spike, pre2_spike, post_spike, w1, w2, c1, c2
371, 84401, 85648, 0, 1, 0, 0, 0, 84368, 86190, 0
372, 86675, 85398, 0, 0, 1, 1, 5584385, 4999936, 1, 5122305
373, 87419, 84306, 0, 0, 0, 0, 15269888, 330, 12386631, 3801088
374, 85819, 84319, 0, 1, 0, 0, 85676, 87126, 0, 85194
375, 85061, 84993, 0, 0, 0, 0, 5002752, 1, 5075457, 4655360
376, 84825, 83730, 0, 0, 0, 0, 0, 0, 0, 0
377, 87014, 87001, 0, 0, 0, 0, 0, 0, 0, 0
378, 87014, 87183, 0, 0, 0, 0, 0, 0, 0, 0
379, 85851, 85696, 0, 0, 0, 0, 0, 0, 0, 0
380, 87378, 86722, 0, 0, 0, 0, 0, 0, 0, 0
381, 86554, 85641, 0, 0, 0, 0, 0, 0, 0, 0
382, 83904, 86262, 0, 0, 0, 0, 0, 0, 0, 0
383, 83945, 83781, 0, 0, 0, 0, 0, 0, 0, 0
384, 86842, 86856, 0, 0, 0, 0, 0, 0, 0, 0
385, 85888, 87103, 0, 0, 0, 0, 0, 0, 0, 0
386, 84368, 86190, 0, 0, 0, 0, 0, 0, 0, 0
387, 87350, 85067, 0, 0, 0, 0, 0, 0, 0, 0
388, 85545, 85737, 0, 0, 0, 0, 0, 0, 0, 0
389, 84669, 83770, 0, 0, 0, 0, 0, 0, 0, 0
390, 85676, 87126, 0, 0, 0, 0, 0, 0, 0, 0
391, 85194, 85078, 0, 0, 0, 0, 0, 0, 0, 0
392, 85362, 83721, 0, 0, 0, 0, 0, 0, 0, 0
393, 85314, 84895, 0, 0, 0, 0, 10813440, 3670349, 4325707, 10420224
394, 84704, 86865, 0, 1, 0, 0, 84704, 86865, 0, 85081
395, 85081, 86532, 0, 0, 0, 0, 5374976, 1, 4840193, 5431296
396, 84443, 86752, 0, 0, 1, 0, 327, 14025038, 7143424, 341
397, 83926, 85613, 0, 0, 0, 0, 86722, 0, 84644, 85775
398, 87474, 86722, 0, 1, 1, 1, 1, 5579521, 4964096, 1
399, 84644, 85775, 0, 0, 0, 0, 11469141, 7667712, 338, 15008075
400, 87331, 84927, 0, 1, 0, 0, 0, 85687, 84087, 0
401, 83887, 87413, 0, 1, 0, 0, 4642817, 5248768, 1, 4726529
402, 86757, 84888, 0, 0, 0, 0, 4063232, 331, 3146069, 6881280
403, 85687, 84087, 0, 1, 0, 0, 86089, 84813, 0, 85939
404, 83672, 86039, 0, 0, 0, 0, 5352704, 1, 4779777, 5515264
405, 83999, 84286, 0, 1, 0, 1, 332, 6816082, 8192000, 330
406, 84784, 87401, 0, 0, 0, 0, 84892, 0, 86955, 85065
407, 86089, 84813, 0, 0, 1, 1, 1, 4875265, 5215232, 1
408, 85939, 86445, 0, 1, 1, 0, 4653389, 12451840, 340, 14811473
409, 84207, 87080, 0, 1, 0, 0, 0, 84360, 84345, 0
410, 85096, 86653, 0, 0, 0, 1, 5597953, 5313536, 1, 5594625
411, 84501, 84892, 0, 0, 0, 0, 8388608, 327, 14156105, 1638400
412, 86955, 85065, 0, 1, 0, 0, 84012, 85188, 0, 87006
413, 84580, 85908, 0, 0, 0, 0, 5049088, 1, 5293313, 5249280
414, 85575, 85438, 0, 1, 0, 0, 335, 13959496, 7471104, 337
415, 87266, 86387, 0, 0, 0, 0, 86728, 0, 84448, 86407
416, 84360, 84345, 0, 1, 0, 0, 1, 4731393, 5117952, 1
417, 87403, 86292, 0, 0, 1, 1, 8061256, 15990784, 341, 4391239
418, 87390, 87168, 0, 1, 0, 0, 0, 85727, 85239, 0
419, 83928, 84249, 0, 0, 1, 1, 5532161, 5349120, 1, 5537281
420, 84012, 85188, 0, 0, 0, 0, 16646144, 328, 14549320, 11403264
421, 87006, 85259, 0, 1, 0, 0, 86104, 83835, 0, 84430
422, 86213, 86041, 0, 0, 0, 0, 4859904, 1, 5573889, 5324800
423, 85973, 84082, 0, 0, 0, 0, 337, 6881615, 9961472, 338
424, 86337, 86728, 0, 0, 0, 0, 85915, 0, 84289, 85086
425, 84448, 86407, 0, 0, 0, 0, 1, 5266433, 5180928, 1
426, 84018, 85528, 0, 0, 0, 1, 5898572, 9371648, 329, 4718921
427, 84347, 84212, 0, 1, 0, 0, 0, 86687, 84153, 0
428, 87363, 83902, 0, 0, 1, 0, 4696833, 5405184, 1, 5495553
429, 85727, 85239, 0, 0, 0, 0, 3670016, 340, 14352720, 11337728
430, 87146, 86431, 0, 1, 0, 0, 86404, 86250, 0, 85338
431, 87166, 85758, 0, 0, 0, 0, 4894976, 1, 4891393, 5035264
432, 84190, 84142, 0, 0, 0, 0, 0, 0, 0, 0
433, 86104, 83835, 0, 0, 0, 0, 0, 0, 0, 0
434, 84430, 84520, 0, 0, 0, 0, 0, 0, 0, 0
435, 87309, 86336, 0, 0, 0, 0, 0, 0, 0, 0
436, 86377, 85912, 0, 0, 0, 0, 0, 0, 0, 0
437, 86528, 85915, 0, 0, 0, 0, 0, 0, 0, 0
438, 84289, 85086, 0, 0, 0, 0, 0, 0, 0, 0
439, 86108, 85774, 0, 0, 0, 0, 0, 0, 0, 0
440, 86106, 85135, 0, 0, 0, 0, 0, 0, 0, 0
441, 84296, 84252, 0, 0, 0, 0, 0, 0, 0, 0
442, 86687, 84153, 0, 0, 0, 0, 0, 0, 0, 0
443, 83883, 86650, 0, 0, 0, 0, 0, 0, 0, 0
444, 87003, 84536, 0, 0, 0, 0, 0, 0, 0, 0
445, 87259, 86189, 0, 0, 0, 0, 0, 0, 0, 0
446, 86404, 86250, 0, 0, 0, 0, 0, 0, 0, 0
447, 85338, 84657, 0, 0, 0, 0, 0, 0, 0, 0
448, 84643, 85205, 0, 0, 0, 0, 0, 0, 0, 0
449, 84703, 84905, 0, 0, 0, 0, 10813440, 3670346, 14614859, 11075584
450, 83954, 85149, 0, 1, 0, 0, 83954, 85149, 0, 87277
451, 87277, 86312, 0, 0, 0, 0, 5318656, 1, 5420801, 4849408
452, 86711, 84479, 0, 1, 1, 1, 327, 262474, 2752512, 341
453, 83716, 84522, 0, 0, 0, 0, 87350, 0, 85941, 85303
454, 87343, 87350, 0, 0, 1, 1, 1, 5478657, 5270272, 1
455, 85941, 85303, 0, 1, 0, 0, 14811470, 1638400, 335, 13893968
456, 86937, 86123, 0, 1, 0, 0, 0, 84690, 86766, 0
457, 83682, 85529, 0, 1, 1, 1, 5228801, 5261056, 1, 4957953
458, 85972, 86089, 0, 0, 0, 0, 1966080, 330, 12779861, 786432
459, 84690, 86766, 0, 1, 0, 0, 85164, 84493, 0, 85894
460, 85961, 86087, 0, 0, 0, 0, 4679680, 1, 5430529, 5503744
461, 84903, 85790, 0, 1, 1, 0, 341, 12124494, 10354688, 338
462, 84675, 87308, 0, 0, 0, 0, 87232, 0, 85943, 85883
463, 85164, 84493, 0, 1, 0, 1, 1, 5114881, 5566720, 1
464, 85894, 83816, 0, 0, 0, 1, 10092879, 16318464, 335, 131399
465, 86749, 87035, 0, 1, 0, 0, 0, 84391, 85136, 0
466, 87481, 85662, 0, 0, 1, 0, 5618177, 4957440, 1, 4635649
467, 86635, 87232, 0, 0, 0, 0, 917504, 337, 12321097, 11010048
468, 85943, 85883, 0, 1, 0, 0, 87345, 86550, 0, 87008
469, 85516, 87281, 0, 0, 0, 0, 5583360, 1, 4957441, 4910592
470, 85402, 86009, 0, 1, 0, 1, 339, 3998027, 589824, 332
471, 85762, 83844, 0, 0, 0, 0, 85103, 0, 84590, 86383
472, 84391, 85136, 0, 1, 0, 1, 1, 4644353, 4709888, 1
473, 87482, 84901, 0, 0, 0, 0, 12386636, 11010048, 338, 14680399
474, 83644, 84494, 0, 1, 0, 0, 0, 84042, 84287, 0
475, 86460, 84392, 0, 1, 0, 1, 5615873, 5081088, 1, 4868609
476, 87345, 86550, 0, 0, 0, 0, 14876672, 326, 16449873, 2555904
477, 87008, 87346, 0, 1, 0, 0, 84869, 86287, 0, 84194
478, 84901, 84718, 0, 0, 0, 0, 5530368, 1, 5141249, 5140480
479, 86845, 84745, 0, 1, 1, 1, 341, 721225, 7995392, 330
480, 85125, 85103, 0, 0, 0, 0, 86609, 0, 84092, 86487
481, 84590, 86383, 0, 0, 1, 0, 1, 5259777, 4700672, 1
482, 83678, 83934, 0, 1, 1, 0, 13762899, 10878976, 329, 9175372
483, 87485, 85160, 0, 1, 0, 0, 0, 86045, 85554, 0
484, 86752, 85824, 0, 0, 0, 0, 5111553, 5518336, 1, 5331201
485, 84042, 84287, 0, 0, 0, 0, 13631488, 130, 6619264, 12124160
486, 87473, 85384, 0, 0, 0, 0, 32882, 32036, 0, 32373
487, 84554, 85475, 0, 0, 0, 0, 8352000, 0, 8600320, 8300800
488, 83707, 86311, 0, 0, 0, 0, 0, 0, 0, 0
489, 84869, 86287, 0, 0, 0, 0, 0, 0, 0, 0
490, 84194, 87139, 0, 0, 0, 0, 0, 0, 0, 0
491, 85619, 85616, 0, 0, 0, 0, 0, 0, 0, 0
492, 87307, 84346, 0, 0, 0, 0, 0, 0, 0, 0
493, 84511, 86609, 0, 0, 0, 0, 0, 0, 0, 0
494, 84092, 86487, 0, 0, 0, 0, 0, 0, 0, 0
495, 86082, 83898, 0, 0, 0, 0, 0, 0, 0, 0
496, 84690, 86950, 0, 0, 0, 0, 0, 0, 0, 0
497, 84364, 85139, 0, 0, 0, 0, 0, 0, 0, 0
498, 86045, 85554, 0, 0, 0, 0, 0, 0, 0, 0
499, 85503, 87092, 0, 0, 0, 0, 0, 0, 0, 0
500, 86361, 86224, 0, 0, 0, 0, 0, 0, 0, 0
501, 33381, 32953, 0, 0, 0, 0, 0, 0, 0, 0
502, 32882, 32036, 0, 0, 0, 0, 0, 0, 0, 0
503, 32373, 32625, 0, 0, 0, 0, 0, 0, 0, 0
504, 33595, 32425, 0, 0, 0, 0, 0, 0, 0, 0
505, 33578, 32034, 0, 0, 0, 0, 10813440, 3670147, 2752637, 2228224
506, 32904, 33065, 0, 0, 0, 0, 32904, 33065, 0, 32659
507, 32659, 32055, 0, 0, 0, 0, 8206080, 0, 8573440, 8537856
508, 33490, 33351, 0, 0, 0, 0, 129, 11796610, 14942208, 129
509, 33204, 33508, 0, 0, 0, 0, 32977, 0, 32235, 32134
510, 33088, 32977, 0, 1, 1, 1, 0, 8561408, 8446976, 0
511, 32235, 32134, 0, 1, 1, 0, 16056447, 1179648, 130, 16449666
512, 33443, 32996, 0, 0, 0, 0, 0, 32221, 33645, 0
513, 32757, 32530, 0, 1, 1, 1, 8700928, 8328960, 0, 8236544
514, 33531, 33435, 0, 0, 0, 0, 7864320, 130, 16187522, 15073280
515, 32221, 33645, 0, 0, 0, 0, 32276, 32629, 0, 33603
516, 33988, 32535, 0, 0, 0, 0, 8592640, 0, 8288000, 8254208
517, 32174, 32632, 0, 1, 1, 0, 131, 13828226, 2883584, 132
518, 33527, 33510, 0, 0, 0, 0, 32463, 0, 32888, 33920
519, 32276, 32629, 0, 1, 0, 0, 0, 8372736, 8240896, 0
520, 33603, 33565, 0, 1, 0, 1, 14352514, 5570560, 127, 9306241
521, 32375, 32243, 0, 0, 0, 0, 0, 33284, 32475, 0
522, 33747, 33324, 0, 1, 1, 1, 8219648, 8498688, 0, 8663040
523, 33987, 32463, 0, 0, 0, 0, 16384000, 132, 13631620, 196608
524, 32888, 33920, 0, 0, 0, 0, 32351, 32107, 0, 33435
525, 32706, 32191, 0, 0, 0, 0, 8639488, 0, 8301312, 8332288
526, 33243, 33365, 0, 1, 1, 0, 129, 4915326, 5177344, 131
527, 32654, 33245, 0, 0, 0, 0, 33648, 0, 33198, 32197
528, 33284, 32475, 0, 1, 1, 0, 0, 8527616, 8553216, 0
529, 32108, 33198, 0, 1, 1, 1, 7274625, 3735552, 125, 11337860
530, 33840, 32762, 0, 0, 0, 0, 0, 32392, 33927, 0
531, 34000, 33795, 0, 1, 0, 1, 8429312, 8600576, 0, 8222976
532, 32351, 32107, 0, 0, 0, 0, 14024704, 129, 5767295, 65536
533, 33435, 33748, 0, 0, 0, 0, 32140, 33153, 0, 32108
534, 32427, 32548, 0, 0, 0, 0, 8258816, 0, 8541952, 8277504
535, 33099, 32335, 0, 0, 0, 1, 132, 6357119, 7143424, 129
536, 33771, 33648, 0, 0, 0, 0, 33997, 0, 33997, 33525
537, 33198, 32197, 0, 1, 1, 0, 0, 8675584, 8674560, 0
538, 33311, 33411, 0, 1, 0, 1, 10944637, 3014656, 128, 14876800
539, 33647, 33081, 0, 0, 0, 0, 0, 33129, 33998, 0
540, 32173, 33959, 0, 0, 1, 0, 8655872, 8690176, 0, 8375296
541, 32392, 33927, 0, 0, 0, 0, 13041664, 132, 5374080, 12517376
542, 32927, 33596, 0, 0, 0, 0, 33033, 32799, 0, 32461
543, 32121, 32214, 0, 0, 0, 0, 8639744, 0, 8262912, 8676352
544, 33112, 32513, 0, 0, 0, 0, 0, 0, 0, 0
545, 32140, 33153, 0, 0, 0, 0, 0, 0, 0, 0
546, 32108, 32261, 0, 0, 0, 0, 0, 0, 0, 0
547, 33367, 32334, 0, 0, 0, 0, 0, 0, 0, 0
548, 33889, 32621, 0, 0, 0, 0, 0, 0, 0, 0
549, 33044, 33997, 0, 0, 0, 0, 0, 0, 0, 0
550, 33997, 33525, 0, 0, 0, 0, 0, 0, 0, 0
551, 33889, 33885, 0, 0, 0, 0, 0, 0, 0, 0
552, 33703, 32046, 0, 0, 0, 0, 0, 0, 0, 0
553, 32995, 32813, 0, 0, 0, 0, 0, 0, 0, 0
554, 33129, 33998, 0, 0, 0, 0, 0, 0, 0, 0
555, 33812, 33946, 0, 0, 0, 0, 0, 0, 0, 0
556, 32716, 33479, 0, 0, 0, 0, 0, 0, 0, 0
557, 33874, 32959, 0, 0, 0, 0, 0, 0, 0, 0
558, 33033, 32799, 0, 0, 0, 0, 0, 0, 0, 0
559, 32461, 33749, 0, 0, 0, 0, 0, 0, 0, 0
560, 32277, 33892, 0, 0, 0, 0, 0, 0, 0, 0
561, 32707, 32868, 0, 0, 0, 0, 10813440, 3670143, 12779648, 6553600
562, 33363, 33841, 0, 0, 0, 0, 33363, 33841, 0, 32173
563, 32173, 33640, 0, 0, 0, 0, 8611840, 0, 8635392, 8702976
564, 33732, 33996, 0, 0, 0, 1, 131, 5636223, 9109504, 132
565, 33622, 32651, 0, 0, 0, 0, 32467, 0, 33849, 32681
566, 33836, 32467, 0, 0, 0, 0, 0, 8310272, 8454912, 0
567, 33849, 32681, 0, 1, 0, 1, 7995522, 8650752, 129, 1769604
568, 32462, 33027, 0, 0, 0, 0, 0, 33207, 32627, 0
569, 32890, 33412, 0, 1, 1, 1, 8702464, 8502016, 0, 8600576
570, 33051, 33853, 0, 0, 0, 0, 5898240, 127, 7078018, 12779520
571, 33207, 32627, 0, 0, 0, 0, 32786, 33286, 0, 32685
572, 33994, 33211, 0, 0, 0, 0, 8575232, 0, 8448512, 8698368
573, 33596, 32602, 0, 0, 1, 0, 128, 13303939, 16515072, 131
574, 32620, 33475, 0, 0, 0, 0, 32770, 0, 32398, 33822
575, 32786, 33286, 0, 1, 1, 0, 0, 8383232, 8315648, 0
576, 32685, 33497, 0, 0, 1, 0, 4784259, 2031616, 128, 2818177
577, 33002, 33978, 0, 0, 0, 0, 0, 33388, 32672, 0
578, 32971, 33788, 0, 1, 0, 0, 8489472, 8220416, 0, 8538624
579, 33706, 32770, 0, 0, 0, 0, 4128768, 132, 7405700, 4194304
580, 32398, 33822, 0, 0, 0, 0, 32874, 32623, 0, 33081
581, 32747, 32483, 0, 0, 0, 0, 8422144, 0, 8516608, 8444160
582, 33609, 33567, 0, 1, 1, 0, 127, 15859840, 2949120, 127
583, 32811, 33122, 0, 0, 0, 0, 32950, 0, 32154, 33105
584, 33388, 32672, 0, 0, 1, 1, 0, 8687360, 8311040, 0
585, 33162, 32111, 0, 0, 1, 0, 6815869, 14024704, 128, 13369473
586, 33354, 33087, 0, 0, 0, 0, 0, 33319, 33579, 0
587, 33905, 33856, 0, 1, 1, 0, 8501248, 8395008, 0, 8651008
588, 32874, 32623, 0, 0, 0, 0, 13238272, 132, 12255359, 10289152
589, 33081, 32899, 0, 0, 0, 0, 33316, 33859, 0, 32576
590, 33268, 32985, 0, 0, 0, 0, 8248832, 0, 8373760, 8506112
591, 32754, 32813, 0, 0, 0, 0, 125, 327809, 7602176, 130
592, 32723, 32950, 0, 0, 0, 0, 33697, 0, 33362, 32237
593, 32154, 33105, 0, 0, 1, 0, 0, 8541696, 8315392, 0
594, 33935, 32465, 0, 1, 0, 1, 6357123, 1900544, 127, 7143556
595, 32360, 32214, 0, 0, 0, 0, 0, 32916, 33101, 0
596, 32972, 33186, 0, 1, 0, 1, 8277504, 8552192, 0, 8362240
597, 33319, 33579, 0, 0, 0, 0, 4521984, 129, 15401091, 2949120
598, 33208, 32793, 0, 0, 0, 0, 32284, 32265, 0, 32101
599, 33793, 33738, 0, 0, 0, 0, 8321536, 0, 8277504, 8540160
600, 33979, 32669, 0, 0, 0, 0, 0, 0, 0, 0
601, 33316, 33859, 0, 0, 0, 0, 0, 0, 0, 0
602, 32576, 32222, 0, 0, 0, 0, 0, 0, 0, 0
603, 32710, 33227, 0, 0, 0, 0, 0, 0, 0, 0
604, 32005, 33140, 0, 0, 0, 0, 0, 0, 0, 0
605, 33528, 33697, 0, 0, 0, 0, 0, 0, 0, 0
606, 33362, 32237, 0, 0, 0, 0, 0, 0, 0, 0
607, 33366, 32482, 0, 0, 0, 0, 0, 0, 0, 0
608, 33377, 33565, 0, 0, 0, 0, 0, 0, 0, 0
609, 32621, 33853, 0, 0, 0, 0, 0, 0, 0, 0
610, 32916, 33101, 0, 0, 0, 0, 0, 0, 0, 0
611, 32334, 33407, 0, 0, 0, 0, 0, 0, 0, 0
612, 32665, 32069, 0, 0, 0, 0, 0, 0, 0, 0
613, 33259, 33581, 0, 0, 0, 0, 0, 0, 0, 0
614, 32284, 32265, 0, 0, 0, 0, 0, 0, 0, 0
615, 32101, 32506, 0, 0, 0, 0, 0, 0, 0, 0
616, 32334, 33360, 0, 0, 0, 0, 0, 0, 0, 0
617, 33201, 32176, 0, 0, 0, 0, 10813440, 3670145, 11599997, 11534336
618, 33625, 33302, 0, 0, 0, 0, 33625, 33302, 0, 33797
619, 33797, 33517, 0, 0, 0, 0, 8580352, 0, 8533504, 8619520
620, 33334, 33670, 0, 0, 0, 0, 128, 2556032, 12451840, 127
621, 32807, 32958, 0, 0, 0, 0, 33718, 0, 33589, 33862
622, 32528, 33718, 0, 0, 1, 1, 0, 8547072, 8578560, 0
623, 33589, 33862, 0, 0, 0, 0, 7929986, 12648448, 126, 5636225
624, 33387, 33510, 0, 0, 0, 0, 0, 32891, 33729, 0
625, 32377, 33473, 0, 0, 1, 1, 8229632, 8289792, 0, 8272640
626, 32342, 33080, 0, 0, 0, 0, 15269888, 125, 8781956, 5701632
627, 32891, 33729, 0, 0, 0, 0, 33332, 33396, 0, 33818
628, 32147, 32382, 0, 0, 0, 0, 8500480, 0, 8447744, 8691712
629, 32315, 32489, 0, 1, 1, 0, 125, 12910718, 4849664, 130
630, 32134, 33879, 0, 0, 0, 0, 32014, 0, 32649, 32345
631, 33332, 33396, 0, 0, 1, 0, 0, 8355328, 8408576, 0
632, 33818, 33205, 0, 0, 1, 0, 4456580, 12648448, 130, 16580739
633, 32999, 33952, 0, 0, 0, 0, 0, 33445, 32613, 0
634, 32197, 32330, 0, 1, 1, 1, 8466432, 8394752, 0, 8630272
635, 33347, 32014, 0, 0, 0, 0, 6029312, 130, 11796607, 13172736
636, 32649, 32345, 0, 0, 0, 0, 33217, 32531, 0, 32619
637, 32638, 32846, 0, 0, 0, 0, 8202752, 0, 8482560, 8611072
638, 33348, 33985, 0, 1, 0, 1, 130, 9699458, 12189696, 131
639, 33533, 33554, 0, 0, 0, 0, 32046, 0, 33066, 33532
640, 33445, 32613, 0, 0, 0, 0, 0, 8396032, 8318208, 0
641, 33072, 32792, 0, 1, 0, 0, 15007873, 11141120, 131, 7733377
642, 33712, 32604, 0, 0, 0, 0, 0, 33168, 33123, 0
643, 33460, 32713, 0, 1, 0, 0, 8392704, 8519424, 0, 8386304
644, 33217, 32531, 0, 0, 0, 0, 5636096, 129, 6815873, 1114112
645, 32619, 32042, 0, 0, 0, 0, 32232, 33912, 0, 33434
646, 33135, 33637, 0, 0, 0, 0, 8218880, 0, 8339968, 8335616
647, 33428, 33466, 0, 0, 0, 1, 129, 7995520, 2752512, 131
648, 33725, 32046, 0, 0, 0, 0, 32136, 0, 32915, 33723
649, 33066, 33532, 0, 1, 0, 1, 0, 8656128, 8492800, 0
650, 32797, 32493, 0, 1, 1, 1, 5898365, 4653056, 132, 12583037
651, 32997, 33194, 0, 0, 0, 0, 0, 33794, 33796, 0
652, 33654, 33177, 0, 0, 0, 0, 8410112, 8447488, 0, 8669952
653, 33168, 33123, 0, 0, 0, 0, 4390912, 127, 10682496, 393216
654, 32784, 33279, 0, 0, 0, 0, 33302, 32641, 0, 33330
655, 32759, 33110, 0, 0, 0, 0, 8491008, 0, 8229632, 8478464
656, 33128, 33041, 0, 0, 0, 0, 0, 0, 0, 0
657, 32232, 33912, 0, 0, 0, 0, 0, 0, 0, 0
658, 33434, 32105, 0, 0, 0, 0, 0, 0, 0, 0
659, 32578, 32561, 0, 0, 0, 0, 0, 0, 0, 0
660, 33146, 32810, 0, 0, 0, 0, 0, 0, 0, 0
661, 33588, 32136, 0, 0, 0, 0, 0, 0, 0, 0
662, 32915, 33723, 0, 0, 0, 0, 0, 0, 0, 0
663, 33813, 33175, 0, 0, 0, 0, 0, 0, 0, 0
664, 32090, 32071, 0, 0, 0, 0, 0, 0, 0, 0
665, 33984, 32119, 0, 0, 0, 0, 0, 0, 0, 0
666, 33794, 33796, 0, 0, 0, 0, 0, 0, 0, 0
667, 32852, 32998, 0, 0, 0, 0, 0, 0, 0, 0
668, 33867, 32835, 0, 0, 0, 0, 0, 0, 0, 0
669, 32675, 32774, 0, 0, 0, 0, 0, 0, 0, 0
670, 33302, 32641, 0, 0, 0, 0, 0, 0, 0, 0
671, 33330, 33168, 0, 0, 0, 0, 0, 0, 0, 0
672, 32147, 33119, 0, 0, 0, 0, 0, 0, 0, 0
673, 33056, 33449, 0, 0, 0, 0, 10813440, 3670145, 2097282, 11075584
674, 32431, 33943, 0, 0, 0, 0, 32431, 33943, 0, 33731
675, 33731, 32578, 0, 0, 0, 0, 8339968, 0, 8236800, 8393216
676, 32175, 32786, 0, 0, 1, 1, 126, 13959295, 6160384, 126
677, 32469, 32606, 0, 0, 0, 0, 32199, 0, 33184, 33576
678, 32286, 32199, 0, 1, 1, 0, 0, 8330752, 8388352, 0
679, 33184, 33576, 0, 1, 0, 1, 13369476, 9895936, 125, 5243005
680, 32542, 32767, 0, 0, 0, 0, 0, 32190, 32180, 0
681, 33740, 33943, 0, 0, 0, 1, 8284672, 8686080, 0, 8508672
682, 32080, 32037, 0, 0, 0, 0, 13631488, 129, 3735682, 9633792
683, 32190, 32180, 0, 0, 0, 0, 33294, 32557, 0, 32470
684, 32362, 33930, 0, 0, 0, 0, 8499968, 0, 8506624, 8475904
685, 33237, 34000, 0, 1, 1, 1, 127, 7667839, 655360, 129
686, 33081, 33427, 0, 0, 0, 0, 33772, 0, 33282, 32451
687, 33294, 32557, 0, 1, 0, 1, 0, 8417280, 8568064, 0
688, 32470, 33203, 0, 1, 1, 1, 5767297, 12648448, 126, 6422656
689, 33229, 33109, 0, 0, 0, 0, 0, 32783, 32348, 0
690, 32629, 32522, 0, 0, 0, 1, 8578560, 8700416, 0, 8479232
691, 33223, 33772, 0, 0, 0, 0, 4718592, 125, 1704066, 11927552
692, 33282, 32451, 0, 0, 0, 0, 33769, 32208, 0, 32561
693, 32880, 33469, 0, 0, 0, 0, 8193280, 0, 8609024, 8229120
694, 32088, 33217, 0, 1, 0, 0, 129, 127, 0, 126
695, 32354, 32927, 0, 0, 0, 0, 33143, 0, 32517, 33539
696, 32783, 32348, 0, 1, 1, 0, 0, 8693760, 8586496, 0
697, 33510, 33986, 0, 0, 0, 1, 4718722, 9633792, 132, 393341
698, 33122, 33864, 0, 0, 0, 0, 0, 32522, 33757, 0
699, 32026, 33462, 0, 1, 1, 1, 8505088, 8510720, 0, 8494848
700, 33769, 32208, 0, 0, 0, 0, 4259840, 130, 5832833, 15663104
701, 32561, 32005, 0, 0, 0, 0, 33006, 33706, 0, 33622
702, 33629, 32145, 0, 0, 0, 0, 8638976, 0, 8549888, 8445440
703, 33024, 32512, 0, 0, 0, 0, 127, 3473534, 9633792, 130
704, 32353, 33143, 0, 0, 0, 0, 33744, 0, 33706, 32765
705, 32517, 33539, 0, 0, 1, 1, 0, 8551936, 8546816, 0
706, 33960, 33541, 0, 0, 1, 1, 1704065, 12582912, 125, 15925377
707, 33608, 33427, 0, 0, 0, 0, 0, 33095, 33649, 0
708, 33798, 32124, 0, 0, 1, 0, 8602112, 8204288, 0, 8299776
709, 32522, 33757, 0, 0, 0, 0, 8060928, 127, 12779647, 7733248
710, 33223, 33245, 0, 0, 0, 0, 32608, 33867, 0, 32678
711, 33183, 32577, 0, 0, 0, 0, 8627712, 0, 8688896, 8433408
712, 33369, 33263, 0, 0, 0, 0, 0, 0, 0, 0
713, 33006, 33706, 0, 0, 0, 0, 0, 0, 0, 0
714, 33622, 33746, 0, 0, 0, 0, 0, 0, 0, 0
715, 33398, 32990, 0, 0, 0, 0, 0, 0, 0, 0
716, 32565, 32403, 0, 0, 0, 0, 0, 0, 0, 0
717, 33368, 33744, 0, 0, 0, 0, 0, 0, 0, 0
718, 33706, 32765, 0, 0, 0, 0, 0, 0, 0, 0
719, 33406, 33386, 0, 0, 0, 0, 0, 0, 0, 0
720, 32282, 33216, 0, 0, 0, 0, 0, 0, 0, 0
721, 32243, 33102, 0, 0, 0, 0, 0, 0, 0, 0
722, 33095, 33649, 0, 0, 0, 0, 0, 0, 0, 0
723, 33602, 32048, 0, 0, 0, 0, 0, 0, 0, 0
724, 32421, 33403, 0, 0, 0, 0, 0, 0, 0, 0
725, 32707, 32630, 0, 0, 0, 0, 0, 0, 0, 0
726, 32608, 33867, 0, 0, 0, 0, 0, 0, 0, 0
727, 32678, 33702, 0, 0, 0, 0, 0, 0, 0, 0
728, 33941, 32943, 0, 0, 0, 0, 0, 0, 0, 0
729, 32331, 32105, 0, 0, 0, 0, 10813440, 3670142, 4915325, 6881280
730, 33924, 33682, 0, 0, 0, 0, 33924, 33682, 0, 33807
731, 33807, 33864, 0, 0, 0, 0, 8669184, 0, 8637184, 8399360
732, 33739, 32810, 0, 0, 1, 1, 129, 3866755, 8257536, 128
733, 33083, 33662, 0, 0, 0, 0, 32447, 0, 32639, 32672
734, 32934, 32447, 0, 0, 1, 0, 0, 8513792, 8519424, 0
735, 32639, 32672, 0, 0, 1, 1, 11010178, 1638400, 128, 4718719
736, 33257, 33279, 0, 0, 0, 0, 0, 33091, 33211, 0
737, 33448, 33305, 0, 1, 1, 0, 8201216, 8501760, 0, 8210432
738, 32840, 32758, 0, 0, 0, 0, 851968, 132, 11534462, 1376256
739, 33091, 33211, 0, 0, 0, 0, 32759, 33561, 0, 33487
740, 32036, 33210, 0, 0, 0, 0, 8577024, 0, 8475904, 8450816
741, 32072, 33549, 0, 1, 1, 1, 131, 16056450, 9568256, 131
742, 33968, 32277, 0, 0, 0, 0, 33940, 0, 32929, 32795
743, 32759, 33561, 0, 0, 1, 0, 0, 8435200, 8658944, 0
744, 33487, 33504, 0, 0, 1, 0, 3604607, 8126464, 131, 14876802
745, 33109, 33011, 0, 0, 0, 0, 0, 32103, 32270, 0
746, 33781, 33426, 0, 1, 1, 0, 8386304, 8560128, 0, 8197120
